SCHOOL #,SCHOOL NAME,ADDRESS,SchoolType,GRADE,AllStudents,Male,Female,AmericanIndian,Asian,Black,White,Hispanic,PacificIslander,MultipleRace,ESOL,FARMS,SpEd
787,A. Mario Loiederman MS,"12701 Goodhill Road  Silver Spring, MD 20906",MS,07,311,112,199,--,--,69,38,175,--,--,61,188,40
747,Dr. Charles R. Drew ES,"1200 Swingingdale Drive  Silver Spring, MD 20905",ES,02,61,27,34,--,--,32,--,--,--,--,--,29,--
747,Dr. Charles R. Drew ES,"1200 Swingingdale Drive  Silver Spring, MD 20905",ES,03,57,35,22,--,--,23,--,--,--,--,--,27,--
747,Dr. Charles R. Drew ES,"1200 Swingingdale Drive  Silver Spring, MD 20905",ES,04,97,56,41,--,--,45,--,--,--,--,--,31,--
747,Dr. Charles R. Drew ES,"1200 Swingingdale Drive  Silver Spring, MD 20905",ES,05,104,50,54,--,27,39,--,--,--,--,--,39,--
749,Piney Branch ES,"7510 Maple Avenue  Takoma Park, MD  20912",ES,03,205,100,105,--,--,62,73,51,--,--,48,57,--
749,Piney Branch ES,"7510 Maple Avenue  Takoma Park, MD  20912",ES,04,194,98,96,--,--,77,65,30,--,--,21,69,--
749,Piney Branch ES,"7510 Maple Avenue  Takoma Park, MD  20912",ES,05,164,93,71,--,--,58,67,29,--,--,--,64,--
754,Takoma Park ES,"7511 Holly Avenue  Takoma Park, MD  20912",ES,PreK,24,--,--,--,--,--,--,--,--,--,--,--,--
754,Takoma Park ES,"7511 Holly Avenue  Takoma Park, MD  20912",ES,K,216,114,102,--,--,79,83,30,--,--,61,80,--
754,Takoma Park ES,"7511 Holly Avenue  Takoma Park, MD  20912",ES,01,233,111,122,--,--,75,92,39,--,--,71,78,--
754,Takoma Park ES,"7511 Holly Avenue  Takoma Park, MD  20912",ES,02,230,104,126,--,--,83,84,45,--,--,61,78,--
755,Takoma Park MS,"7611 Piney Branch Road  Silver Spring, MD  20910",MS,06,357,182,175,--,67,107,111,53,--,--,32,97,23
755,Takoma Park MS,"7611 Piney Branch Road  Silver Spring, MD  20910",MS,07,362,197,165,--,68,100,111,61,--,22,32,91,29
755,Takoma Park MS,"7611 Piney Branch Road  Silver Spring, MD  20910",MS,08,336,171,165,--,78,98,96,48,--,--,22,73,--
756,East Silver Spring ES,"631 Silver Spring Avenue  Silver Spring, MD  20910",ES,PreK,70,39,31,--,--,48,--,--,--,--,26,53,21
756,East Silver Spring ES,"631 Silver Spring Avenue  Silver Spring, MD  20910",ES,K,95,50,45,--,--,52,--,--,--,--,34,49,--
756,East Silver Spring ES,"631 Silver Spring Avenue  Silver Spring, MD  20910",ES,01,87,39,48,--,--,48,--,--,--,--,29,45,--
756,East Silver Spring ES,"631 Silver Spring Avenue  Silver Spring, MD  20910",ES,02,83,34,49,--,--,45,--,--,--,--,31,44,--
756,East Silver Spring ES,"631 Silver Spring Avenue  Silver Spring, MD  20910",ES,03,86,48,38,--,--,44,--,--,--,--,24,43,--
756,East Silver Spring ES,"631 Silver Spring Avenue  Silver Spring, MD  20910",ES,04,71,38,33,--,--,36,--,--,--,--,--,40,--
756,East Silver Spring ES,"631 Silver Spring Avenue  Silver Spring, MD  20910",ES,05,62,34,28,--,--,37,--,--,--,--,--,34,--
757,Montgomery Blair HS,"51 University Boulevard, East  Silver Spring, MD  20901",HS,09,847,447,400,--,120,173,170,344,--,39,220,341,75
757,Montgomery Blair HS,"51 University Boulevard, East  Silver Spring, MD  20901",HS,10,783,381,402,--,118,196,162,272,--,35,136,309,56
757,Montgomery Blair HS,"51 University Boulevard, East  Silver Spring, MD  20901",HS,11,614,319,295,--,86,176,165,162,--,25,54,208,35
757,Montgomery Blair HS,"51 University Boulevard, East  Silver Spring, MD  20901",HS,12,638,316,322,--,117,190,158,153,--,--,36,187,28
761,Pine Crest ES,"201 Woodmoor Drive  Silver Spring, MD  20901",ES,03,127,63,64,--,--,35,28,56,--,--,50,71,--
761,Pine Crest ES,"201 Woodmoor Drive  Silver Spring, MD  20901",ES,04,187,89,98,--,--,36,60,71,--,--,36,86,--
761,Pine Crest ES,"201 Woodmoor Drive  Silver Spring, MD  20901",ES,05,155,87,68,--,--,31,50,50,--,--,--,59,--
764,Woodlin ES,"2101 Luzerne Avenue  Silver Spring, MD  20910",ES,K,99,51,48,--,--,24,42,22,--,--,--,--,--
764,Woodlin ES,"2101 Luzerne Avenue  Silver Spring, MD  20910",ES,01,98,39,59,--,--,23,41,--,--,--,22,26,--
764,Woodlin ES,"2101 Luzerne Avenue  Silver Spring, MD  20910",ES,02,112,65,47,--,--,28,39,21,--,--,24,24,--
764,Woodlin ES,"2101 Luzerne Avenue  Silver Spring, MD  20910",ES,03,87,44,43,--,--,--,36,--,--,--,--,--,--
764,Woodlin ES,"2101 Luzerne Avenue  Silver Spring, MD  20910",ES,04,98,61,37,--,--,26,39,--,--,--,--,21,22
764,Woodlin ES,"2101 Luzerne Avenue  Silver Spring, MD  20910",ES,05,95,42,53,--,--,32,24,23,--,--,--,31,--
766,Oak View ES,"400 East  Wayne Avenue  Silver Spring, MD  20901",ES,03,129,61,68,--,--,27,--,97,--,--,72,120,--
766,Oak View ES,"400 East  Wayne Avenue  Silver Spring, MD  20901",ES,04,146,73,73,--,--,23,--,94,--,--,31,106,--
766,Oak View ES,"400 East  Wayne Avenue  Silver Spring, MD  20901",ES,05,128,66,62,--,--,21,--,74,--,--,34,95,--
767,Glen Haven ES,"10900 Inwood Avenue  Silver Spring, MD  20902",ES,PreK,66,34,32,--,--,--,--,46,--,--,--,56,25
767,Glen Haven ES,"10900 Inwood Avenue  Silver Spring, MD  20902",ES,K,80,38,42,--,--,--,22,32,--,--,34,43,--
767,Glen Haven ES,"10900 Inwood Avenue  Silver Spring, MD  20902",ES,01,90,41,49,--,--,26,--,46,--,--,45,60,--
767,Glen Haven ES,"10900 Inwood Avenue  Silver Spring, MD  20902",ES,02,93,41,52,--,--,--,--,44,--,--,38,55,--
767,Glen Haven ES,"10900 Inwood Avenue  Silver Spring, MD  20902",ES,03,71,41,30,--,--,--,--,38,--,--,25,35,--
767,Glen Haven ES,"10900 Inwood Avenue  Silver Spring, MD  20902",ES,04,81,42,39,--,--,22,--,35,--,--,--,45,--
767,Glen Haven ES,"10900 Inwood Avenue  Silver Spring, MD  20902",ES,05,70,26,44,--,--,--,--,36,--,--,--,49,--
769,Oakland Terrace ES,"2720 Plyers Mill Road  Silver Spring, MD  20902",ES,PreK,42,25,--,--,--,--,--,22,--,--,--,25,21
769,Oakland Terrace ES,"2720 Plyers Mill Road  Silver Spring, MD  20902",ES,K,88,39,49,--,--,--,45,24,--,--,--,--,--
769,Oakland Terrace ES,"2720 Plyers Mill Road  Silver Spring, MD  20902",ES,01,67,35,32,--,--,--,23,22,--,--,--,25,--
769,Oakland Terrace ES,"2720 Plyers Mill Road  Silver Spring, MD  20902",ES,02,73,37,36,--,--,--,30,--,--,--,--,--,--
769,Oakland Terrace ES,"2720 Plyers Mill Road  Silver Spring, MD  20902",ES,03,72,31,41,--,--,--,26,--,--,--,--,23,--
769,Oakland Terrace ES,"2720 Plyers Mill Road  Silver Spring, MD  20902",ES,04,72,33,39,--,--,--,31,--,--,--,--,22,--
769,Oakland Terrace ES,"2720 Plyers Mill Road  Silver Spring, MD  20902",ES,05,66,32,34,--,--,--,27,23,--,--,--,--,--
770,Flora M. Singer ES,"2600 Hayden Drive  Silver Spring, MD 20902",ES,PreK,--,--,--,--,--,--,--,--,--,--,--,--,--
770,Flora M. Singer ES,"2600 Hayden Drive  Silver Spring, MD 20902",ES,K,129,70,59,--,--,--,61,42,--,--,35,44,--
770,Flora M. Singer ES,"2600 Hayden Drive  Silver Spring, MD 20902",ES,01,137,73,64,--,--,--,48,53,--,--,51,59,23
770,Flora M. Singer ES,"2600 Hayden Drive  Silver Spring, MD 20902",ES,02,124,70,54,--,--,--,38,60,--,--,50,57,--
770,Flora M. Singer ES,"2600 Hayden Drive  Silver Spring, MD 20902",ES,03,120,66,54,--,--,--,51,36,--,--,25,38,21
770,Flora M. Singer ES,"2600 Hayden Drive  Silver Spring, MD 20902",ES,04,108,57,51,--,--,--,35,47,--,--,21,46,27
770,Flora M. Singer ES,"2600 Hayden Drive  Silver Spring, MD 20902",ES,05,98,51,47,--,--,--,29,39,--,--,--,39,--
771,Rolling Terrace ES,"705 Bayfield Street  Takoma Park, MD 20912",ES,PreK,61,28,33,--,--,--,--,47,--,--,46,60,--
771,Rolling Terrace ES,"705 Bayfield Street  Takoma Park, MD 20912",ES,K,145,71,74,--,--,--,22,92,--,--,86,103,--
771,Rolling Terrace ES,"705 Bayfield Street  Takoma Park, MD 20912",ES,01,147,69,78,--,--,26,--,97,--,--,94,104,--
771,Rolling Terrace ES,"705 Bayfield Street  Takoma Park, MD 20912",ES,02,154,75,79,--,--,29,21,93,--,--,86,110,--
771,Rolling Terrace ES,"705 Bayfield Street  Takoma Park, MD 20912",ES,03,142,73,69,--,--,--,--,97,--,--,77,102,--
771,Rolling Terrace ES,"705 Bayfield Street  Takoma Park, MD 20912",ES,04,134,73,61,--,--,--,--,94,--,--,51,101,--
771,Rolling Terrace ES,"705 Bayfield Street  Takoma Park, MD 20912",ES,05,110,48,62,--,--,--,--,66,--,--,23,67,--
772,Viers Mill ES,"11711 Joseph Mill Road  Silver Spring, MD 20906",ES,PreK,110,72,38,--,--,--,--,68,--,--,34,82,57
772,Viers Mill ES,"11711 Joseph Mill Road  Silver Spring, MD 20906",ES,K,90,39,51,--,--,--,--,51,--,--,51,65,--
772,Viers Mill ES,"11711 Joseph Mill Road  Silver Spring, MD 20906",ES,01,112,55,57,--,--,--,23,67,--,--,58,62,--
772,Viers Mill ES,"11711 Joseph Mill Road  Silver Spring, MD 20906",ES,02,92,50,42,--,--,--,--,58,--,--,55,63,--
772,Viers Mill ES,"11711 Joseph Mill Road  Silver Spring, MD 20906",ES,03,109,48,61,--,--,--,--,71,--,--,53,70,--
772,Viers Mill ES,"11711 Joseph Mill Road  Silver Spring, MD 20906",ES,04,100,50,50,--,--,--,--,63,--,--,32,64,--
772,Viers Mill ES,"11711 Joseph Mill Road  Silver Spring, MD 20906",ES,05,68,32,36,--,--,--,--,42,--,--,--,51,--
773,Rock Creek Forest ES,"8330 Grubb Road, Chevy Chase, MD 20815",ES,PreK,27,--,--,--,--,--,--,--,--,--,--,21,--
773,Rock Creek Forest ES,"8330 Grubb Road, Chevy Chase, MD 20815",ES,K,115,58,57,--,--,--,43,41,--,--,23,--,--
773,Rock Creek Forest ES,"8330 Grubb Road, Chevy Chase, MD 20815",ES,01,110,43,67,--,--,--,56,28,--,--,--,23,--
773,Rock Creek Forest ES,"8330 Grubb Road, Chevy Chase, MD 20815",ES,02,117,63,54,--,--,--,40,40,--,--,26,32,--
773,Rock Creek Forest ES,"8330 Grubb Road, Chevy Chase, MD 20815",ES,03,130,55,75,--,--,27,45,47,--,--,21,35,--
773,Rock Creek Forest ES,"8330 Grubb Road, Chevy Chase, MD 20815",ES,04,105,58,47,--,--,--,42,33,--,--,--,30,--
773,Rock Creek Forest ES,"8330 Grubb Road, Chevy Chase, MD 20815",ES,05,104,49,55,--,--,--,43,30,--,--,--,25,--
787,A. Mario Loiederman MS,"12701 Goodhill Road  Silver Spring, MD 20906",MS,08,311,148,163,--,22,69,31,182,--,--,65,206,37
774,Highland ES,"3100 Medway Street  Silver Spring, MD  20902",ES,PreK,55,--,35,--,--,--,--,46,--,--,48,54,--
774,Highland ES,"3100 Medway Street  Silver Spring, MD  20902",ES,K,105,53,52,--,--,21,--,68,--,--,68,72,--
774,Highland ES,"3100 Medway Street  Silver Spring, MD  20902",ES,01,86,49,37,--,--,--,--,64,--,--,55,66,--
774,Highland ES,"3100 Medway Street  Silver Spring, MD  20902",ES,02,85,54,31,--,--,--,--,55,--,--,46,70,--
774,Highland ES,"3100 Medway Street  Silver Spring, MD  20902",ES,03,86,54,32,--,--,--,--,63,--,--,41,66,--
774,Highland ES,"3100 Medway Street  Silver Spring, MD  20902",ES,04,77,34,43,--,--,--,--,58,--,--,21,65,--
774,Highland ES,"3100 Medway Street  Silver Spring, MD  20902",ES,05,64,37,27,--,--,--,--,44,--,--,--,50,--
775,Eastern MS,"300 University Boulevard, East  Silver Spring, MD  20901",MS,06,323,152,171,--,36,55,83,134,--,--,63,162,37
775,Eastern MS,"300 University Boulevard, East  Silver Spring, MD  20901",MS,07,308,136,172,--,45,48,84,121,--,--,51,130,21
775,Eastern MS,"300 University Boulevard, East  Silver Spring, MD  20901",MS,08,274,117,157,--,43,54,51,111,--,--,40,127,--
776,Montgomery Knolls ES,"807 Daleview Drive  Silver Spring, MD  20901",ES,PreK,98,69,29,--,--,35,--,51,--,--,41,76,47
776,Montgomery Knolls ES,"807 Daleview Drive  Silver Spring, MD  20901",ES,K,103,55,48,--,--,28,--,47,--,--,49,61,--
776,Montgomery Knolls ES,"807 Daleview Drive  Silver Spring, MD  20901",ES,01,141,73,68,--,--,24,30,79,--,--,87,97,--
776,Montgomery Knolls ES,"807 Daleview Drive  Silver Spring, MD  20901",ES,02,132,72,60,--,--,28,26,65,--,--,55,77,--
777,Weller Road ES,"3301 Weller Road  Silver Spring, MD 20906",ES,PreK,90,39,51,--,--,--,--,65,--,--,57,71,--
777,Weller Road ES,"3301 Weller Road  Silver Spring, MD 20906",ES,K,98,46,52,--,--,--,--,72,--,--,54,68,--
777,Weller Road ES,"3301 Weller Road  Silver Spring, MD 20906",ES,01,119,58,61,--,--,--,--,93,--,--,75,88,--
777,Weller Road ES,"3301 Weller Road  Silver Spring, MD 20906",ES,02,95,42,53,--,--,--,--,73,--,--,58,72,--
777,Weller Road ES,"3301 Weller Road  Silver Spring, MD 20906",ES,03,108,60,48,--,--,--,--,84,--,--,50,80,--
777,Weller Road ES,"3301 Weller Road  Silver Spring, MD 20906",ES,04,95,57,38,--,--,--,--,70,--,--,--,76,--
777,Weller Road ES,"3301 Weller Road  Silver Spring, MD 20906",ES,05,104,49,55,--,--,--,--,72,--,--,--,80,--
778,Sligo MS,"1401 Dennis Avenue  Silver Spring, MD 20902",MS,06,256,120,136,--,--,49,82,97,--,--,22,108,25
778,Sligo MS,"1401 Dennis Avenue  Silver Spring, MD 20902",MS,07,203,102,101,--,--,47,45,91,--,--,27,89,34
778,Sligo MS,"1401 Dennis Avenue  Silver Spring, MD 20902",MS,08,166,89,77,--,--,44,30,69,--,--,24,78,23
779,Sargent Shriver ES,"12518 Greenly Drive  Silver Spring, MD 20906",ES,PreK,37,--,--,--,--,--,--,33,--,--,27,35,--
779,Sargent Shriver ES,"12518 Greenly Drive  Silver Spring, MD 20906",ES,K,105,55,50,--,--,--,--,75,--,--,57,85,--
779,Sargent Shriver ES,"12518 Greenly Drive  Silver Spring, MD 20906",ES,01,108,54,54,--,--,--,--,80,--,--,57,93,--
779,Sargent Shriver ES,"12518 Greenly Drive  Silver Spring, MD 20906",ES,02,123,64,59,--,--,--,--,95,--,--,64,101,--
779,Sargent Shriver ES,"12518 Greenly Drive  Silver Spring, MD 20906",ES,03,145,77,68,--,--,--,--,111,--,--,83,112,--
779,Sargent Shriver ES,"12518 Greenly Drive  Silver Spring, MD 20906",ES,04,136,66,70,--,--,--,--,104,--,--,42,116,--
779,Sargent Shriver ES,"12518 Greenly Drive  Silver Spring, MD 20906",ES,05,102,53,49,--,--,--,--,74,--,--,25,77,--
780,Bel Pre ES,"13801 Rippling Brook Drive Silver Spring, MD 20906",ES,PreK,100,51,49,--,--,36,--,51,--,--,57,98,--
780,Bel Pre ES,"13801 Rippling Brook Drive Silver Spring, MD 20906",ES,K,158,85,73,--,--,49,--,75,--,--,81,105,--
780,Bel Pre ES,"13801 Rippling Brook Drive Silver Spring, MD 20906",ES,01,164,94,70,--,--,65,--,77,--,--,89,109,--
780,Bel Pre ES,"13801 Rippling Brook Drive Silver Spring, MD 20906",ES,02,152,89,63,--,--,61,--,61,--,--,69,98,--
782,Wheaton HS,"12601 Dalewood Drive  Silver Spring, MD  20906",HS,09,528,329,199,--,75,133,47,259,--,--,133,247,54
782,Wheaton HS,"12601 Dalewood Drive  Silver Spring, MD  20906",HS,10,441,264,177,--,43,115,34,240,--,--,108,218,54
782,Wheaton HS,"12601 Dalewood Drive  Silver Spring, MD  20906",HS,11,330,189,141,--,38,92,30,166,--,--,34,162,36
782,Wheaton HS,"12601 Dalewood Drive  Silver Spring, MD  20906",HS,12,255,138,117,--,32,70,--,123,--,--,--,112,28
783,Kensington Parkwood ES,"4710 Saul Road Kensington, MD  20895",ES,K,105,63,42,--,--,--,79,--,--,--,--,--,--
823,Argyle MS,"2400 Bel Pre Road  Silver Spring, MD 20906",MS,07,310,168,142,--,36,93,29,142,--,--,44,184,30
783,Kensington Parkwood ES,"4710 Saul Road Kensington, MD  20895",ES,01,100,52,48,--,--,--,64,--,--,--,--,--,--
783,Kensington Parkwood ES,"4710 Saul Road Kensington, MD  20895",ES,02,117,60,57,--,--,--,86,--,--,--,--,--,--
783,Kensington Parkwood ES,"4710 Saul Road Kensington, MD  20895",ES,03,107,51,56,--,--,--,74,--,--,--,--,--,--
783,Kensington Parkwood ES,"4710 Saul Road Kensington, MD  20895",ES,04,112,52,60,--,--,--,78,--,--,--,--,--,21
783,Kensington Parkwood ES,"4710 Saul Road Kensington, MD  20895",ES,05,103,51,52,--,--,--,75,--,--,--,--,--,--
784,Highland View ES,"9010 Providence Avenue  Silver Spring, MD  20901",ES,K,70,46,24,--,--,--,24,25,--,--,30,37,--
784,Highland View ES,"9010 Providence Avenue  Silver Spring, MD  20901",ES,01,67,35,32,--,--,--,24,27,--,--,32,37,--
784,Highland View ES,"9010 Providence Avenue  Silver Spring, MD  20901",ES,02,76,38,38,--,--,--,28,24,--,--,29,36,--
784,Highland View ES,"9010 Providence Avenue  Silver Spring, MD  20901",ES,03,76,29,47,--,--,--,28,--,--,--,32,32,--
784,Highland View ES,"9010 Providence Avenue  Silver Spring, MD  20901",ES,04,65,38,27,--,--,--,22,24,--,--,--,34,--
784,Highland View ES,"9010 Providence Avenue  Silver Spring, MD  20901",ES,05,54,30,24,--,--,--,--,--,--,--,--,--,--
786,Georgian Forest ES,"3100 Regina Drive  Silver Spring, MD  20906",ES,PreK,58,30,28,--,--,--,--,35,--,--,39,53,--
786,Georgian Forest ES,"3100 Regina Drive  Silver Spring, MD  20906",ES,K,94,49,45,--,--,25,--,54,--,--,38,74,--
786,Georgian Forest ES,"3100 Regina Drive  Silver Spring, MD  20906",ES,01,80,39,41,--,--,23,--,40,--,--,27,59,--
786,Georgian Forest ES,"3100 Regina Drive  Silver Spring, MD  20906",ES,02,83,47,36,--,--,22,--,47,--,--,31,69,--
786,Georgian Forest ES,"3100 Regina Drive  Silver Spring, MD  20906",ES,03,97,57,40,--,--,29,--,52,--,--,34,78,--
786,Georgian Forest ES,"3100 Regina Drive  Silver Spring, MD  20906",ES,04,79,39,40,--,--,22,--,39,--,--,--,57,--
786,Georgian Forest ES,"3100 Regina Drive  Silver Spring, MD  20906",ES,05,94,52,42,--,--,22,--,46,--,--,--,65,--
787,A. Mario Loiederman MS,"12701 Goodhill Road  Silver Spring, MD 20906",MS,06,297,107,190,--,--,60,38,173,--,--,48,177,36
788,Wheaton Woods ES,"15101 Bauer Drive, Rockville, MD 20853",ES,PreK,53,26,27,--,--,--,--,35,--,--,40,51,--
788,Wheaton Woods ES,"15101 Bauer Drive, Rockville, MD 20853",ES,K,78,38,40,--,--,25,--,42,--,--,52,62,--
788,Wheaton Woods ES,"15101 Bauer Drive, Rockville, MD 20853",ES,01,72,29,43,--,--,24,--,38,--,--,38,62,--
788,Wheaton Woods ES,"15101 Bauer Drive, Rockville, MD 20853",ES,02,95,39,56,--,--,26,--,56,--,--,48,79,--
788,Wheaton Woods ES,"15101 Bauer Drive, Rockville, MD 20853",ES,03,84,53,31,--,--,21,--,50,--,--,41,64,--
788,Wheaton Woods ES,"15101 Bauer Drive, Rockville, MD 20853",ES,04,75,40,35,--,--,--,--,44,--,--,--,61,--
788,Wheaton Woods ES,"15101 Bauer Drive, Rockville, MD 20853",ES,05,75,34,41,--,--,22,--,44,--,--,--,61,--
789,Albert Einstein HS,"11135 Newport Mill Road  Kensington, MD  20895",HS,09,501,239,262,--,43,81,93,267,--,--,110,251,76
789,Albert Einstein HS,"11135 Newport Mill Road  Kensington, MD  20895",HS,10,484,241,243,--,46,91,91,239,--,--,85,214,68
789,Albert Einstein HS,"11135 Newport Mill Road  Kensington, MD  20895",HS,11,345,136,209,--,38,76,67,157,--,--,26,151,41
789,Albert Einstein HS,"11135 Newport Mill Road  Kensington, MD  20895",HS,12,359,156,203,--,37,86,91,135,--,--,--,123,60
790,Arcola ES,"1820 Franwall Avenue  Silver Spring, MD 20902",ES,K,110,56,54,--,--,--,--,76,--,--,65,87,--
790,Arcola ES,"1820 Franwall Avenue  Silver Spring, MD 20902",ES,01,127,69,58,--,--,28,--,86,--,--,70,90,--
790,Arcola ES,"1820 Franwall Avenue  Silver Spring, MD 20902",ES,02,134,67,67,--,--,28,--,82,--,--,62,100,--
790,Arcola ES,"1820 Franwall Avenue  Silver Spring, MD 20902",ES,03,112,57,55,--,--,--,--,87,--,--,64,87,--
790,Arcola ES,"1820 Franwall Avenue  Silver Spring, MD 20902",ES,04,116,63,53,--,--,21,--,85,--,--,36,81,--
790,Arcola ES,"1820 Franwall Avenue  Silver Spring, MD 20902",ES,05,94,40,54,--,--,--,--,67,--,--,22,73,--
791,New Hampshire Estates ES,"8720 Carroll Avenue  Silver Spring, MD  20903",ES,PreK,118,61,57,--,--,31,--,86,--,--,81,120,--
791,New Hampshire Estates ES,"8720 Carroll Avenue  Silver Spring, MD  20903",ES,K,112,62,50,--,--,--,--,88,--,--,68,99,--
791,New Hampshire Estates ES,"8720 Carroll Avenue  Silver Spring, MD  20903",ES,01,133,67,66,--,--,25,--,102,--,--,77,112,--
817,Glenallan ES,"12520 Heurich Road  Silver Spring, MD 20902",ES,K,107,60,47,--,--,27,--,54,--,--,34,62,--
791,New Hampshire Estates ES,"8720 Carroll Avenue  Silver Spring, MD  20903",ES,02,135,64,71,--,--,--,--,109,--,--,88,126,--
792,Newport Mill MS,"11311 Newport Mill Road  Kensington, Maryland 20895",MS,06,186,92,94,--,23,31,42,84,--,--,--,95,35
792,Newport Mill MS,"11311 Newport Mill Road  Kensington, Maryland 20895",MS,07,196,95,101,--,--,33,43,89,--,--,27,89,31
792,Newport Mill MS,"11311 Newport Mill Road  Kensington, Maryland 20895",MS,08,205,111,94,--,24,33,30,111,--,--,41,106,42
794,Rosemary Hills ES,"2111 Porter Road  Silver Spring, MD  20910",ES,PreK,49,32,--,--,--,26,--,--,--,--,24,38,--
794,Rosemary Hills ES,"2111 Porter Road  Silver Spring, MD  20910",ES,K,196,92,104,--,--,50,102,--,--,--,32,49,--
794,Rosemary Hills ES,"2111 Porter Road  Silver Spring, MD  20910",ES,01,176,95,81,--,--,36,105,23,--,--,23,43,--
794,Rosemary Hills ES,"2111 Porter Road  Silver Spring, MD  20910",ES,02,189,92,97,--,--,40,102,27,--,--,28,39,--
795,Rock View ES,"3901 Denfeld Avenue  Kensington, MD  20895",ES,PreK,39,--,--,--,--,--,--,23,--,--,22,33,--
795,Rock View ES,"3901 Denfeld Avenue  Kensington, MD  20895",ES,K,85,50,35,--,--,--,--,40,--,--,30,38,--
795,Rock View ES,"3901 Denfeld Avenue  Kensington, MD  20895",ES,01,100,52,48,--,--,--,24,41,--,--,23,48,--
795,Rock View ES,"3901 Denfeld Avenue  Kensington, MD  20895",ES,02,96,57,39,--,--,--,--,46,--,--,30,53,--
795,Rock View ES,"3901 Denfeld Avenue  Kensington, MD  20895",ES,03,94,46,48,--,--,--,--,44,--,--,28,48,--
795,Rock View ES,"3901 Denfeld Avenue  Kensington, MD  20895",ES,04,107,55,52,--,--,--,25,41,--,--,--,43,--
795,Rock View ES,"3901 Denfeld Avenue  Kensington, MD  20895",ES,05,94,38,56,--,--,--,22,47,--,--,--,45,--
796,Northwood HS,919 University Boulevard  West  Silver Spring MD 20901,HS,09,510,267,243,--,27,119,64,289,--,--,178,305,72
796,Northwood HS,919 University Boulevard  West  Silver Spring MD 20901,HS,10,433,210,223,--,24,93,55,251,--,--,117,219,36
796,Northwood HS,919 University Boulevard  West  Silver Spring MD 20901,HS,11,309,152,157,--,27,72,54,146,--,--,29,131,34
796,Northwood HS,919 University Boulevard  West  Silver Spring MD 20901,HS,12,327,161,166,--,21,105,45,147,--,--,32,141,56
797,Harmony Hills ES,"13407 Lydia Street  Silver Spring, MD  20906",ES,PreK,59,36,23,--,--,--,--,47,--,--,43,57,--
797,Harmony Hills ES,"13407 Lydia Street  Silver Spring, MD  20906",ES,K,92,49,43,--,--,--,--,67,--,--,70,80,--
797,Harmony Hills ES,"13407 Lydia Street  Silver Spring, MD  20906",ES,01,142,71,71,--,--,--,--,107,--,--,88,127,--
797,Harmony Hills ES,"13407 Lydia Street  Silver Spring, MD  20906",ES,02,111,52,59,--,--,26,--,71,--,--,65,91,--
797,Harmony Hills ES,"13407 Lydia Street  Silver Spring, MD  20906",ES,03,132,61,71,--,--,22,--,98,--,--,65,115,--
797,Harmony Hills ES,"13407 Lydia Street  Silver Spring, MD  20906",ES,04,113,56,57,--,--,--,--,89,--,--,29,96,--
797,Harmony Hills ES,"13407 Lydia Street  Silver Spring, MD  20906",ES,05,94,54,40,--,--,--,--,73,--,--,23,83,--
798,Springbrook HS,"201 Valley Brook Drive  Silver Spring, MD 20904",HS,09,531,339,192,--,60,193,39,216,--,23,137,267,59
798,Springbrook HS,"201 Valley Brook Drive  Silver Spring, MD 20904",HS,10,487,279,208,--,53,204,34,181,--,--,71,214,43
798,Springbrook HS,"201 Valley Brook Drive  Silver Spring, MD 20904",HS,11,424,227,197,--,43,189,40,135,--,--,36,170,37
798,Springbrook HS,"201 Valley Brook Drive  Silver Spring, MD 20904",HS,12,348,186,162,--,46,162,30,96,--,--,22,136,35
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,PreK,35,26,--,--,--,--,--,--,--,--,,--,35
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,K,--,--,--,--,--,--,--,--,--,--,--,--,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,01,--,--,--,--,--,--,--,--,--,--,,,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,02,--,--,--,--,--,--,--,--,--,--,,,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,03,--,--,--,--,--,--,--,--,--,--,--,--,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,04,--,--,--,--,--,--,--,--,--,--,,--,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,05,--,--,,--,--,--,--,--,--,--,,,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,06,--,,--,--,--,--,--,--,--,--,,--,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,07,--,--,--,--,--,--,--,--,--,--,,--,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,08,--,--,--,--,--,--,--,--,--,--,,,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,09,--,,--,--,--,--,--,--,--,--,,,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,10,--,,--,--,--,--,--,--,--,--,,,--
799,Stephen Knolls School,"10731 St. Margaret's Way  Kensington, MD 20895",Special,11,--,--,--,--,--,--,--,--,--,--,,--,--
